;deputado_id;deputado_nome;deputado_siglaPartido;2293449-187;2275537-117;2275537-102;2165194-130;2210757-104;2210757-93;531331-317;531331-284;2166595-59;Cluster
162;204483;Vilson da Fetaemg;PSB;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;2
163;204484;General Peternelli;PSL;1.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;1.0;1
164;204487;Capitão Wagner;PROS;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;2
165;204490;Charlles Evangelista;PSL;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1
166;204497;Júnior Ferrari;PSD;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;2
167;204498;Olival Marques;DEM;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1
168;204502;Bozzella;PSL;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;2
169;204503;Alexandre Padilha;PT;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1
170;204504;Cezinha de Madureira;PSD;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1
171;204507;Carla Zambelli;PSL;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1
172;204512;Delegado Marcelo Freitas;PSL;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;2
173;204513;Guiga Peixoto;PSL;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;2
174;204515;André Janones;AVANTE;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0
175;204516;Alexis Fonteyne;NOVO;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0
176;204519;Tiago Mitraud;NOVO;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0
177;204520;Junio Amaral;PSL;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0
178;204521;Abou Anni;PSL;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1
179;204522;Marco Bertaiolli;PSD;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;2
180;204523;Lucas Gonzalez;NOVO;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0
181;204525;Rosana Valle;PSB;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;2
182;204528;Adriana Ventura;NOVO;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0
183;204530;Rodrigo Agostinho;PSB;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0
184;204532;Vinicius Poit;NOVO;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0
185;204533;Idilvan Alencar;PDT;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0
186;204539;Hercílio Coelho Diniz;MDB;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1
187;204540;Maria Rosas;REPUBLICANOS;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1
188;204541;Eduardo Bismarck;PDT;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;2
189;204545;Alê Silva;PSL;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1
190;204546;Joice Hasselmann;PSL;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0
191;204547;Léo Motta;PSL;0.5;0.0;0.5;1.0;1.0;1.0;0.5;0.0;1.0;1
192;204555;José Ricardo;PT;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1
193;204558;Marcelo Nilo;PSB;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;2
194;204559;Zé Neto;PT;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1
195;204561;Bira do Pindaré;PSB;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;2
196;204562;Edilázio Júnior;PSD;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1
197;204565;Professora Dayane Pimentel;PSL;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0
198;204575;Gil Cutrim;REPUBLICANOS;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1
199;205476;Charles Fernandes;PSD;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1
200;205550;Jorge Braz;REPUBLICANOS;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1
201;205863;Marcelo Brum;PSL;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1
202;206231;Ted Conti;PSB;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;2
203;207176;Bia Cavassa;PSDB;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;2
204;209189;Joseildo Ramos;PT;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1
205;213274;Ricardo Silva;PSB;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1
206;213762;Carla Dickson;PROS;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;2
207;215042;Ricardo da Karol;PSC;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1
208;215043;Josivaldo JP;PODE;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2
209;215044;Vivi Reis;PSOL;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0
210;215045;Pedro Augusto Palareti;PSD;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1
